date,state,district,market,commodity,arrivals_tonnes,min_price,max_price,modal_price,year,month
2026-06-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,72.74,350.0,2126.0,500.0,2026,6
2026-06-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,172.01,300.0,2480.0,600.0,2026,6
2026-06-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,252.64,300.0,2414.98,700.0,2026,6
2026-06-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,255.25,351.0,2550.0,600.0,2026,6
2026-07-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,148.57,500.0,2676.02,800.0,2026,7
2026-07-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,183.16,466.17,2200.0,1000.0,2026,7
2026-07-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,511.63,400.0,2388.7,700.0,2026,7
2026-07-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,464.84,341.32,2361.7,850.0,2026,7
2026-07-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,130.28,400.0,11831.0,500.0,2026,7
2026-07-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,185.92,500.0,2610.98,718.74,2026,7
2026-07-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,222.12,549.15,2611.89,600.0,2026,7
2026-07-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,204.34,600.0,2423.53,1100.0,2026,7
2026-07-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,277.94,473.41,2211.0,1400.0,2026,7
2026-07-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,326.57,400.0,2500.0,950.0,2026,7
2026-07-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,306.34,400.0,2500.0,1300.0,2026,7
2026-07-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,367.43,471.95,2439.96,1522.88,2026,7
2026-07-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,341.1,400.0,2475.02,1800.0,2026,7
2026-07-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,337.74,400.0,2344.21,1175.0,2026,7
2026-07-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,248.75,300.0,2340.2,900.0,2026,7
2026-07-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,320.76,300.0,2327.76,1600.0,2026,7
2026-07-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,220.16,400.0,2300.0,1100.0,2026,7
2026-07-23,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,287.52,479.98,2412.21,1550.5,2026,7
2026-07-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,324.56,450.0,2374.51,1887.26,2026,7
2026-07-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,316.42,500.0,2485.21,2156.49,2026,7
2026-07-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,351.67,400.0,2500.0,1962.34,2026,7
2026-07-28,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,287.4,450.87,2525.17,1962.58,2026,7
2026-07-30,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,378.23,400.0,2453.86,1900.0,2026,7
2026-07-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,418.13,400.0,2400.0,1600.0,2026,7
2026-08-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,444.7,250.0,2422.01,1656.0,2026,8
2026-08-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,473.28,349.3,2421.0,1433.5,2026,8
2026-08-04,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,326.93,424.81,2356.03,2050.0,2026,8
2026-08-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,281.65,300.0,2458.99,2129.5,2026,8
2026-08-06,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,382.38,250.0,2411.05,1400.0,2026,8
2026-08-07,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,155.51,300.0,2449.95,2125.0,2026,8
2026-08-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,364.6,200.0,2649.88,1500.0,2026,8
2026-08-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,303.22,367.71,2451.04,1550.0,2026,8
2026-08-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,309.31,300.0,2434.68,2300.0,2026,8
2026-08-13,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,447.98,247.93,2929.0,1675.0,2026,8
2026-08-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,594.79,200.0,3124.4,2300.0,2026,8
2026-08-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,532.23,200.0,3825.03,2600.0,2026,8
2026-08-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,789.28,400.0,3878.01,3300.0,2026,8
2026-08-20,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,942.49,137.38,3672.2,2257.35,2026,8
2026-08-21,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,952.38,200.0,3700.99,3000.0,2026,8
2026-08-22,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,0.95,3008.83,3008.83,3008.83,2026,8
2026-08-24,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,728.37,309.0,4351.0,2776.5,2026,8
2026-08-25,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,556.91,100.0,4100.0,2867.0,2026,8
2026-08-27,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,691.65,200.0,4010.95,3050.0,2026,8
2026-08-29,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,188.45,140.0,3651.01,2050.0,2026,8
2026-08-31,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,261.77,300.0,3711.0,3203.99,2026,8
2026-09-01,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,349.11,210.0,4100.0,2650.0,2026,9
2026-09-02,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,476.32,300.0,4149.96,3394.58,2026,9
2026-09-03,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,634.67,300.0,4352.6,2350.0,2026,9
2026-09-05,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,564.41,285.01,5151.0,3950.0,2026,9
2026-09-08,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,969.62,300.0,4381.0,3450.0,2026,9
2026-09-09,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,903.58,148.39,4200.0,3200.0,2026,9
2026-09-10,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,476.48,100.0,4001.0,3214.5,2026,9
2026-09-11,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,806.45,149.45,3899.02,2962.87,2026,9
2026-09-14,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,206.35,120.0,4033.44,3966.72,2026,9
2026-09-15,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,482.77,300.0,4479.49,3620.58,2026,9
2026-09-16,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,469.66,200.0,4150.0,3259.0,2026,9
2026-09-17,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,446.83,252.0,4201.0,3420.5,2026,9
2026-09-18,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,206.87,149.63,3910.0,3025.5,2026,9
2026-09-19,Madhya Pradesh,Ujjain,Ujjain APMC,Onion,69.82,1377.18,3549.96,3549.96,2026,9
