state,district,market,commodity,variety,arrival_date,arrivals_tonnes,min_price,max_price,modal_price,year,month
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/09/2025,242.605,200.0,1075.0,700.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/09/2025,205.01,225.0,1311.0,1000.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/09/2025,205.01,210.0,1225.0,1000.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/09/2025,129.28,241.0,1150.0,1025.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/09/2025,129.28,200.0,1200.0,1025.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/09/2025,427.485,200.0,1123.0,850.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/09/2025,427.485,100.0,1099.0,850.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/09/2025,434.435,80.0,1133.0,850.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/09/2025,434.435,200.0,1247.0,850.0,2025,9
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/10/2025,420.795,175.0,1100.0,1000.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/10/2025,420.795,138.0,1051.0,1000.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/10/2025,434.64,100.0,1111.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/10/2025,434.64,225.0,1120.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,White,06/10/2025,434.64,608.0,608.0,608.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/10/2025,411.545,200.0,1119.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/10/2025,411.545,150.0,1088.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/10/2025,526.235,155.0,1061.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/10/2025,526.235,150.0,1100.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/10/2025,408.385,175.0,1108.0,300.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/10/2025,408.385,250.0,1140.0,300.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/10/2025,15.94,401.0,572.0,572.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/10/2025,721.34,112.0,1000.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/10/2025,721.34,200.0,1001.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/10/2025,601.38,100.0,984.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/10/2025,601.38,150.0,945.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,White,15/10/2025,447.363333,301.0,301.0,301.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,15/10/2025,447.363333,100.0,892.0,500.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,15/10/2025,447.363333,100.0,1200.0,500.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/10/2025,541.925,100.0,999.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/10/2025,541.925,100.0,991.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/10/2025,15.23,374.0,911.0,911.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/10/2025,229.26,250.0,1150.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/10/2025,451.025,159.0,1051.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/10/2025,451.025,100.0,1226.0,800.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/10/2025,621.37,100.0,1000.0,600.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/10/2025,621.37,149.0,1072.0,600.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,30/10/2025,3.94,466.0,713.0,713.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,31/10/2025,496.64,170.0,1081.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,31/10/2025,496.64,100.0,1180.0,700.0,2025,10
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/11/2025,485.376667,100.0,1301.0,900.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,White,03/11/2025,485.376667,725.0,725.0,725.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/11/2025,485.376667,181.0,6533.0,900.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/11/2025,109.695,150.0,1112.0,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/11/2025,109.695,211.0,1039.0,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/11/2025,537.2130000000001,100.0,1150.02,600.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/11/2025,852.46,100.0,1802.0,900.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/11/2025,389.17800000000005,100.0,995.36,600.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/11/2025,809.4830000000001,100.0,1071.0,700.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/11/2025,375.399,111.0,954.99,500.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/11/2025,729.145,113.04,951.0,500.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/11/2025,710.6300000000001,116.22,951.0,500.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/11/2025,335.192,164.32,827.48,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/11/2025,563.166,143.63,904.7,800.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion-Organic,12/11/2025,2.761,544.3,544.3,544.3,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/11/2025,333.29200000000003,147.0,874.99,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/11/2025,598.8050000000001,134.3,875.99,600.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/11/2025,597.0600000000001,100.0,1000.0,600.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/11/2025,855.192,100.0,850.01,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/11/2025,416.44300000000004,100.0,850.01,500.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,17/11/2025,1012.6990000000001,100.0,916.74,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,17/11/2025,555.6260000000001,100.0,877.81,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/11/2025,520.2180000000001,100.0,1231.18,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/11/2025,493.01400000000007,100.0,825.02,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,19/11/2025,655.3770000000001,100.0,911.0,200.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,20/11/2025,579.1550000000001,100.0,810.99,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,20/11/2025,304.489,128.79,999.1,211.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,21/11/2025,756.569,100.0,832.39,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/11/2025,669.4090000000001,100.0,770.25,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/11/2025,424.824,100.0,800.0,200.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/11/2025,557.2420000000001,100.0,804.45,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/11/2025,308.43000000000006,100.0,751.0,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/11/2025,549.494,100.0,1973.54,300.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/11/2025,280.068,100.0,675.94,200.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/11/2025,544.71,100.0,779.13,400.0,2025,11
Madhya Pradesh,Ujjain,Ujjain(F&V) APMC,Onion,Onion,04/11/2025,1152.0,100.0,1400.0,677.0,2025,11
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,01/12/2025,455.241,100.0,651.0,400.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/12/2025,241.81,119.99,752.01,300.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/12/2025,358.985,100.0,817.0,500.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/12/2025,311.98800000000006,110.24,791.01,600.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/12/2025,165.04100000000003,100.0,825.0,525.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/12/2025,387.721,100.0,819.16,550.01,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/12/2025,236.00700000000003,125.0,927.4,500.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/12/2025,147.615,137.82,1174.99,700.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/12/2025,424.086,188.6,1324.99,800.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/12/2025,331.44100000000003,182.57,1301.0,500.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/12/2025,180.485,250.09,1250.0,900.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/12/2025,223.141,300.0,1298.7,1230.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/12/2025,348.45000000000005,249.9,1430.0,1150.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/12/2025,571.57,225.13,1650.0,1000.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/12/2025,669.082,160.0,1700.0,500.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/12/2025,197.651,100.0,1872.0,850.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/12/2025,319.762,186.95,1771.99,300.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/12/2025,134.322,200.0,1226.11,300.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/12/2025,123.269,211.0,1300.0,325.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/12/2025,139.908,200.0,1375.66,280.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/12/2025,293.87399999999997,175.0,4765.0,250.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,30/12/2025,243.42100000000002,100.0,1315.85,200.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,30/12/2025,82.887,150.0,1206.21,250.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,31/12/2025,206.38800000000003,200.0,1272.0,300.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,31/12/2025,133.205,201.0,1285.91,250.0,2025,12
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,01/01/2026,196.14700000000002,200.0,1689.42,200.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,02/01/2026,147.038,175.65,1250.92,300.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,02/01/2026,189.83800000000002,200.0,1591.28,290.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/01/2026,204.32600000000002,200.0,1667.89,200.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/01/2026,163.61800000000002,100.0,1698.0,150.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/01/2026,132.116,150.0,1351.0,200.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/01/2026,155.639,150.0,1400.45,150.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/01/2026,63.691,125.25,1224.96,200.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/01/2026,62.098000000000006,200.0,1419.03,300.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/01/2026,62.251000000000005,120.0,1351.0,300.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/01/2026,149.29500000000002,200.0,1601.0,250.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/01/2026,198.95000000000002,200.0,1496.61,250.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,15/01/2026,35.337,200.0,1475.0,225.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/01/2026,30.247000000000003,224.88,1726.5,250.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,17/01/2026,44.046,212.78,1528.64,250.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,19/01/2026,148.173,150.0,1650.0,200.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/01/2026,45.791000000000004,250.0,1525.0,250.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,White,28/01/2026,0.6200000000000001,814.83,814.83,814.83,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,White,29/01/2026,1.6670000000000003,1041.57,1041.57,1041.57,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,29/01/2026,66.48200000000001,110.0,1312.71,350.0,2026,1
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/02/2026,59.388000000000005,223.44,1250.0,1250.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/02/2026,19.382,350.11,1211.97,1211.97,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/02/2026,45.076,100.0,1059.0,1059.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/02/2026,66.79299999999999,100.0,1150.0,1150.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/02/2026,39.407000000000004,321.26,1125.0,1125.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/02/2026,27.475,172.95,1283.68,1283.68,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/02/2026,49.322,203.02,1301.0,1301.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/02/2026,45.723000000000006,300.0,1151.6,1151.6,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/02/2026,41.947,454.96,1150.97,1150.97,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/02/2026,36.792,174.8,1171.0,600.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/02/2026,37.698,150.0,1163.4,1163.4,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/02/2026,55.587,402.02,1120.13,1120.13,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/02/2026,37.545,100.0,1400.0,1400.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/02/2026,39.526,150.0,1165.09,1165.09,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/02/2026,43.043000000000006,150.0,1224.66,1224.66,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/02/2026,13.652000000000001,349.57,1150.0,1150.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/02/2026,27.352,397.25,1296.0,1296.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/02/2026,23.464,400.0,1197.97,1197.97,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/02/2026,32.458999999999996,331.78,1500.0,1500.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/02/2026,33.87,180.0,1257.7,1257.7,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/02/2026,29.566000000000003,100.0,1158.03,1158.03,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/02/2026,68.58300000000001,384.97,1180.0,1180.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,17/02/2026,38.642,353.4,1173.38,1173.38,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,17/02/2026,16.574,443.6,1296.83,1296.83,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/02/2026,33.999,420.76,1376.96,1376.96,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/02/2026,68.057,201.0,1170.52,1170.52,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,19/02/2026,70.608,323.01,1365.93,1365.93,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,19/02/2026,48.525000000000006,156.0,1030.78,1030.78,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,20/02/2026,53.717999999999996,309.9,1310.15,1310.15,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,21/02/2026,26.943,300.19,1300.0,1300.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,21/02/2026,4.553,120.0,1177.66,1177.66,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,23/02/2026,46.252,200.0,1232.61,1232.61,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,23/02/2026,58.072,235.44,1400.0,1400.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/02/2026,48.025000000000006,150.0,1258.88,1258.88,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/02/2026,38.422000000000004,608.74,1400.98,1400.98,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/02/2026,21.884,340.45,1139.79,1139.79,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/02/2026,37.797000000000004,160.0,1350.93,1350.93,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/02/2026,20.009,381.78,1220.23,1220.23,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/02/2026,52.406,180.12,1150.0,1150.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,27/02/2026,35.639,120.0,1175.0,1175.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/02/2026,47.6,260.0,1122.04,1122.04,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/02/2026,6.71,325.0,1160.0,1160.0,2026,2
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,02/03/2026,25.621,312.5,1087.21,1087.21,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,02/03/2026,41.54900000000001,220.0,1200.24,1200.24,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/03/2026,6.397,251.0,1073.98,1073.98,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,05/03/2026,18.472,500.0,1300.0,1300.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/03/2026,14.042,276.94,1175.06,1175.06,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/03/2026,25.883,180.0,1100.0,1100.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/03/2026,12.482,537.35,1331.0,1331.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/03/2026,8.167,500.0,1901.89,1901.89,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/03/2026,17.826,300.0,1200.0,1200.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/03/2026,14.065000000000001,649.98,1800.0,1800.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/03/2026,30.977999999999998,400.0,1024.0,1024.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,10/03/2026,18.938,104.31,1157.7,1157.7,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/03/2026,22.359,310.88,1300.0,1300.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/03/2026,26.066000000000003,438.72,1501.05,1501.05,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/03/2026,14.046000000000001,450.0,1155.79,1155.79,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,12/03/2026,27.167,435.42,1300.0,1300.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/03/2026,19.116,557.62,1217.78,1217.78,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/03/2026,13.831000000000001,450.03,1047.12,1047.12,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/03/2026,13.440000000000001,500.72,1020.0,1020.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/03/2026,31.586000000000002,470.61,1265.66,1265.66,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/03/2026,10.832,474.83,1549.92,1549.92,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/03/2026,43.148,400.0,1510.0,1510.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/03/2026,77.251,312.8,1300.0,1300.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,18/03/2026,27.665,609.75,1225.03,1225.03,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,23/03/2026,44.995000000000005,300.0,1124.99,1124.99,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,23/03/2026,13.166,420.0,1139.67,1139.67,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/03/2026,27.216000000000005,236.52,1000.0,1000.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,24/03/2026,67.65599999999999,120.0,976.19,976.19,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/03/2026,24.535,461.17,1154.36,1154.36,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,25/03/2026,22.276,160.0,927.32,927.32,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/03/2026,19.201,552.0,1561.68,1561.68,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,26/03/2026,8.528,242.0,792.82,792.82,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/03/2026,27.926000000000002,571.34,1608.0,743.0,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,28/03/2026,14.597999999999999,881.0,1170.3,1170.3,2026,3
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,01/04/2026,25.258000000000003,564.48,1070.85,1070.85,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,01/04/2026,6.831,468.77,1148.12,1148.12,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,02/04/2026,22.328000000000003,439.86,1239.59,1239.59,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/04/2026,50.082,369.05,953.19,675.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,03/04/2026,62.784000000000006,212.6,988.93,988.93,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/04/2026,36.681000000000004,100.0,1207.05,1207.05,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,04/04/2026,79.474,173.18,1250.0,1250.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/04/2026,50.268,318.35,1151.01,1151.01,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,06/04/2026,36.861000000000004,100.0,1001.0,1001.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/04/2026,50.933,150.0,1142.02,1142.02,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,07/04/2026,52.202,100.0,911.0,911.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,08/04/2026,36.721,200.0,1135.26,1135.26,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/04/2026,50.452,200.0,1194.26,1194.26,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,09/04/2026,25.444000000000003,192.76,1511.01,1511.01,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/04/2026,63.46900000000001,242.0,1102.93,1101.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,11/04/2026,27.778,291.56,1249.0,1249.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/04/2026,60.952,122.0,1300.0,1300.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,13/04/2026,52.841,118.46,1250.0,1250.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/04/2026,41.69800000000001,187.25,1095.68,1095.68,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,14/04/2026,33.949000000000005,182.74,1175.06,1175.06,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,15/04/2026,48.96000000000001,332.9,1200.0,700.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/04/2026,44.764,148.0,1275.0,1275.0,2026,4
Madhya Pradesh,Ujjain,Ujjain APMC,Onion,Onion,16/04/2026,19.900000000000002,250.0,1075.04,1075.04,2026,4
